sid,school_year,grade_level,frpl
9123,2007,5,F
9124,2006,4,N
9124,2007,5,F
9125,2005,3,R
9125,2006,4,F
9125,2007,5,F
9126,2006,3,F
9126,2007,4,F
9127,2006,3,F
9127,2007,5,F
9129,2007,3,R
9130,2007,3,R
9134,2001,12,F
9135,2001,11,N
9135,2002,12,N
9136,2001,11,F
9136,2002,12,R
9137,2001,10,F
9137,2002,10,F
9137,2003,12,F
9138,2001,10,N
9141,2001,8,R
9142,2001,9,F
9142,2002,10,R
9142,2003,11,R
9143,2004,11,N
9144,2001,8,N
9144,2002,9,N
9144,2003,10,N
9144,2004,10,F
9144,2005,10,N
9146,2001,8,R
9146,2002,9,R
9146,2003,10,F
9146,2004,11,F
9146,2005,12,F
9147,2003,10,N
9147,2005,12,N
9148,2001,7,R
9149,2001,7,R
9149,2002,8,F
9149,2003,9,F
9150,2001,7,N
9152,2001,6,F
9152,2002,7,F
9152,2003,8,F
9152,2004,9,F
9152,2005,10,F
9152,2006,10,F
9152,2007,11,F
9153,2001,6,F
9153,2002,7,F
9153,2003,8,F
9153,2004,9,F
9153,2007,12,F
9154,2003,8,N
9154,2004,9,N
9154,2005,10,N
9154,2006,11,N
9154,2007,12,N
9155,2001,5,N
9155,2002,6,N
9155,2003,7,N
9155,2004,8,N
9155,2005,9,N
9155,2007,11,N
9156,2001,5,N
9156,2002,6,N
9156,2003,7,N
9156,2004,8,N
9156,2005,9,N
9156,2007,11,N
9158,2001,5,F
9158,2002,6,F
9158,2003,7,R
9158,2004,8,F
9158,2005,9,F
9158,2006,10,F
9158,2007,11,F
9159,2001,4,F
9159,2002,5,F
9159,2003,6,F
9159,2004,7,F
9159,2005,8,R
9159,2006,9,R
9159,2007,10,F
9160,2001,4,N
9160,2002,5,F
9160,2004,7,F
9160,2005,8,F
9160,2006,9,F
9160,2007,10,N
9162,2004,7,N
9162,2005,8,N
9162,2006,9,F
9162,2007,10,N
9163,2001,3,F
9163,2002,4,F
9163,2003,5,R
9163,2004,6,F
9163,2005,7,F
9163,2006,8,F
9163,2007,9,F
9164,2001,3,F
9164,2002,4,F
9164,2003,5,F
9164,2004,6,F
9164,2005,7,F
9164,2006,8,F
9164,2007,9,F
9166,2001,3,F
9166,2002,4,F
9166,2003,5,R
9166,2007,9,R
9167,2002,3,F
9167,2003,4,F
9167,2004,5,F
9167,2005,6,R
9167,2006,7,N
9167,2007,8,F
9168,2002,3,N
9168,2003,4,N
9168,2004,5,N
9168,2005,6,N
9168,2006,7,N
9169,2004,5,F
9169,2005,6,N
9169,2006,7,F
9169,2007,8,F
9171,2003,3,F
9171,2004,4,F
9171,2005,5,F
9171,2006,6,R
9171,2007,7,R
9172,2003,3,N
9172,2004,4,N
9172,2005,5,F
9172,2006,6,F
9172,2007,7,F
9173,2003,3,N
9173,2004,4,N
9173,2005,5,N
9173,2006,6,N
9173,2007,7,N
9174,2004,3,R
9174,2005,4,F
9174,2006,5,R
9174,2007,6,F
9176,2004,3,N
9176,2005,4,F
9176,2006,5,N
9176,2007,6,R
9177,2004,3,F
9178,2005,3,F
9178,2006,4,R
9178,2007,5,F
9180,2006,3,F
9181,2006,3,F
9181,2007,4,F
9182,2006,3,F
9182,2007,4,F
9184,2007,3,F
9188,2001,12,R
9189,2001,10,F
9189,2002,11,F
9189,2003,12,F
9190,2001,11,N
9190,2002,12,F
9191,2001,10,F
9193,2001,9,F
9193,2002,10,N
9193,2003,11,N
9193,2004,12,N
9194,2002,10,N
9194,2003,11,F
9194,2004,12,N
9195,2001,9,F
9195,2002,10,F
9195,2003,11,F
9196,2001,9,N
9196,2002,10,F
9196,2003,10,R
9196,2004,10,N
9196,2005,11,R
9197,2001,8,F
9197,2002,9,F
9197,2003,10,F
9197,2004,11,F
9197,2005,12,F
9198,2001,8,N
9198,2002,9,N
9198,2003,10,N
9198,2004,11,N
9198,2005,12,N
9199,2001,8,N
9201,2001,7,F
9201,2002,8,F
9201,2003,9,F
9201,2004,10,F
9201,2005,11,F
9201,2006,12,R
9202,2001,7,R
9202,2002,8,F
9202,2003,9,R
9202,2006,11,N
9203,2004,10,F
9203,2005,11,R
9203,2006,11,F
9203,2007,12,F
9205,2001,7,R
9205,2002,8,F
9205,2003,9,F
9205,2004,10,N
9206,2001,6,R
9206,2002,7,F
9206,2003,8,R
9206,2004,9,R
9206,2005,10,F
9206,2006,11,F
9206,2007,12,F
9207,2001,6,R
9207,2002,7,F
9209,2001,6,N
9209,2002,7,N
9209,2003,8,N
9209,2004,9,N
9209,2005,10,N
9209,2006,11,N
9210,2001,5,R
9210,2002,6,F
9210,2003,7,F
9210,2004,8,F
9210,2005,9,F
9210,2006,10,N
9210,2007,11,F
9211,2001,5,F
9211,2002,6,F
9211,2003,7,F
9212,2001,5,F
9212,2002,6,R
9212,2003,7,F
9212,2004,8,R
9212,2005,9,F
9212,2006,10,F
9212,2007,11,N
9213,2001,4,F
9213,2002,5,F
9213,2003,6,N
9213,2004,7,F
9213,2005,8,F
9213,2006,9,N
9213,2007,10,R
9215,2001,4,F
9215,2002,5,N
9215,2003,6,N
9215,2004,7,N
9215,2005,8,N
9215,2006,9,N
9215,2007,10,N
9216,2001,4,R
9216,2002,5,F
9216,2003,6,F
9216,2004,7,R
9216,2005,8,F
9216,2006,9,N
9216,2007,10,N
9217,2001,3,F
9217,2002,4,R
9217,2003,5,F
9219,2001,3,F
9219,2002,4,F
9219,2003,5,F
9219,2004,6,F
9219,2006,8,F
9219,2007,9,F
9220,2001,3,F
9220,2002,4,F
9220,2003,5,F
9220,2004,6,R
9220,2005,7,F
9220,2006,8,F
9220,2007,9,F
9221,2002,3,F
9221,2003,4,F
9221,2004,5,F
9221,2005,6,F
9221,2006,7,F
9221,2007,8,F
9223,2002,3,F
9223,2003,4,F
9223,2004,5,N
9223,2005,6,N
9224,2002,3,F
9224,2003,4,R
9225,2003,3,F
9225,2004,4,F
9225,2005,5,F
9225,2006,6,F
9225,2007,7,R
9226,2004,3,F
9226,2005,4,F
9227,2003,3,F
9227,2004,4,F
9227,2005,5,F
9227,2006,6,R
9229,2004,3,F
9229,2005,4,F
9229,2006,5,F
9229,2007,6,F
9230,2004,3,F
9230,2005,4,F
9230,2006,5,N
9230,2007,6,F
9231,2004,3,F
9231,2005,4,F
9231,2006,5,N
9231,2007,6,F
9233,2005,3,F
9233,2006,4,N
9233,2007,5,F
9234,2005,3,F
9234,2007,5,F
9235,2006,3,F
9235,2007,4,F
9237,2007,4,F
9238,2007,3,F
9239,2007,3,F
9243,2001,11,R
9243,2002,12,F
9245,2001,11,N
9245,2002,12,N
9247,2001,10,N
9247,2002,11,N
9247,2003,12,F
9248,2003,10,N
9248,2004,10,N
9249,2003,11,N
9250,2001,9,F
9250,2002,10,F
9250,2003,11,F
9251,2001,9,N
9251,2002,10,N
9251,2003,11,N
9251,2004,12,N
9253,2001,9,N
9253,2002,10,F
9253,2005,11,N
9254,2001,8,F
9254,2002,9,N
9254,2003,10,N
9254,2004,10,R
9254,2005,10,F
9255,2001,8,R
9255,2002,9,F
9255,2003,10,F
9255,2004,11,F
9255,2005,12,F
9256,2001,8,F
9256,2002,9,R
9256,2003,10,F
9256,2004,11,F
9256,2005,12,F
9258,2001,6,F
9258,2002,7,F
9258,2003,8,N
9258,2004,9,F
9258,2005,10,F
9258,2006,11,N
9258,2007,12,F
9259,2001,7,F
9259,2002,8,F
9259,2003,9,R
9259,2004,10,F
9259,2005,11,F
9259,2006,12,F
9260,2001,6,R
9261,2005,10,F
9263,2001,6,F
9263,2002,7,F
9263,2003,8,F
9263,2004,9,R
9263,2005,10,F
9263,2006,11,F
9263,2007,12,R
9264,2001,6,F
9264,2002,7,R
9265,2001,5,F
9265,2002,6,F
9265,2007,11,N
9266,2001,5,N
9266,2002,6,N
9266,2003,7,N
9266,2004,8,R
9266,2005,9,F
9266,2006,10,F
9266,2007,11,F
9268,2001,5,F
9268,2002,6,F
9268,2003,7,R
9268,2004,8,R
9268,2005,9,R
9268,2006,10,N
9268,2007,11,F
9269,2001,4,F
9269,2002,5,F
9269,2003,6,F
9269,2004,7,F
9269,2005,8,R
9269,2006,9,F
9269,2007,10,F
9270,2001,4,R
9270,2002,5,F
9270,2003,6,F
9270,2004,7,R
9270,2005,8,F
9270,2006,9,F
9270,2007,10,F
9272,2002,5,F
9272,2003,6,F
9272,2004,7,R
9272,2005,8,F
9272,2006,9,N
9273,2001,3,F
9274,2001,3,N
9274,2002,4,N
9274,2003,5,N
9274,2004,6,N
9274,2005,7,F
9274,2006,8,N
9274,2007,9,N
9275,2001,3,R
9275,2002,4,F
9275,2003,5,F
9275,2004,6,F
9275,2005,7,F
9275,2006,8,R
9277,2002,3,F
9277,2003,4,F
9277,2004,5,F
9277,2005,6,R
9277,2006,7,R
9277,2007,8,F
9278,2002,3,R
9278,2003,4,F
9278,2004,5,F
9278,2005,6,F
9278,2006,7,F
9278,2007,8,F
9279,2002,3,R
9279,2003,4,N
9279,2004,5,N
9279,2005,6,N
9279,2006,7,N
9279,2007,8,N
9281,2003,3,R
9282,2003,3,N
9282,2004,4,F
9282,2005,5,N
9282,2006,6,F
9282,2007,7,F
9283,2003,3,F
9283,2004,4,R
9284,2004,3,N
9284,2005,4,N
9284,2006,5,N
9284,2007,6,R
9285,2004,3,N
9285,2005,4,N
9285,2006,5,N
9285,2007,6,F
9287,2005,3,N
9287,2006,4,N
9287,2007,5,F
9288,2005,3,R
9288,2006,4,F
9288,2007,5,F
9289,2005,3,N
9289,2006,4,N
9289,2007,5,N
9290,2006,3,N
9290,2007,4,R
9291,2006,3,N
9291,2007,4,N
9292,2006,3,N
9292,2007,4,F
9294,2007,3,F
9295,2007,3,F
9299,2001,11,F
9300,2001,11,F
9300,2002,12,F
9301,2001,11,F
9301,2002,12,F
9302,2001,10,F
9302,2002,11,R
9302,2003,12,F
9304,2001,9,F
9304,2002,9,F
9304,2003,10,F
9305,2001,9,F
9305,2002,10,N
9305,2003,11,N
9305,2004,12,N
9306,2002,10,F
9306,2003,11,F
9306,2004,12,N
9307,2002,10,F
9308,2002,10,N
9308,2003,11,N
9309,2001,8,N
9309,2002,9,N
9309,2003,10,N
9309,2004,11,N
9311,2001,8,F
9311,2002,9,R
9312,2001,7,F
9312,2002,8,F
9312,2003,9,F
9313,2004,10,F
9313,2005,11,F
9314,2001,7,F
9314,2002,8,F
9316,2002,7,N
9316,2003,8,N
9316,2004,9,N
9316,2005,10,N
9316,2006,11,N
9316,2007,12,N
9317,2001,6,R
9317,2002,7,R
9317,2003,8,N
9317,2004,9,N
9317,2005,10,N
9317,2006,10,N
9317,2007,11,N
9318,2001,6,F
9319,2001,5,F
9319,2002,6,F
9319,2003,7,F
9319,2004,8,F
9319,2005,9,N
9319,2006,10,N
9319,2007,11,R
9320,2001,5,F
9320,2002,6,F
9320,2003,7,F
9320,2004,8,F
9320,2005,9,F
9320,2006,10,F
9320,2007,11,F
9321,2001,5,F
9321,2002,6,R
9321,2003,7,F
9322,2001,5,N
9322,2002,6,N
9322,2003,7,N
9322,2004,8,N
9322,2005,9,N
9322,2007,11,N
9324,2001,4,N
9324,2002,5,N
9324,2003,6,N
9324,2004,7,N
9324,2005,8,R
9324,2006,9,F
9325,2001,4,F
9325,2002,4,F
9325,2003,5,F
9325,2004,6,R
9326,2005,8,F
9326,2006,9,F
9326,2007,10,F
9327,2001,4,N
9327,2002,5,N
9328,2001,3,F
9328,2002,4,F
9328,2003,5,F
9328,2004,6,F
9330,2001,3,F
9330,2002,4,F
9330,2003,4,N
9330,2004,5,F
9330,2005,6,F
9330,2006,7,F
9330,2007,8,N
9331,2001,3,N
9331,2002,4,N
9331,2003,5,N
9331,2004,6,N
9332,2002,3,F
9332,2003,4,F
9332,2004,5,F
9332,2005,6,F
9332,2006,7,R
9332,2007,8,F
9333,2002,3,N
9335,2003,3,F
9335,2004,4,F
9335,2005,5,F
9335,2006,6,F
9335,2007,7,F
9336,2003,3,F
9336,2004,4,R
9336,2005,5,N
9336,2006,6,F
9337,2007,7,R
9339,2004,3,F
9340,2005,3,N
9340,2006,4,N
9340,2007,5,N
9341,2007,5,N
9342,2005,3,F
9342,2006,4,R
9342,2007,5,F
9343,2005,3,F
9345,2007,4,F
9346,2006,3,F
9347,2007,3,F
9351,2001,11,R
9352,2001,11,N
9353,2001,11,N
9353,2002,12,N
9354,2001,11,N
9354,2002,12,N
9355,2002,11,F
9355,2003,12,F
9356,2001,10,R
9356,2002,10,N
9356,2003,11,N
9357,2002,10,F
9359,2001,9,F
9359,2002,10,F
9359,2003,11,F
9359,2004,12,F
9360,2001,9,R
9360,2002,10,F
9360,2003,11,F
9360,2004,12,F
9361,2001,9,N
9361,2002,10,R
9361,2003,10,R
9361,2004,11,F
9361,2005,12,F
9362,2005,11,F
9362,2006,11,R
9363,2001,8,F
9363,2002,9,F
9363,2003,10,R
9363,2004,11,F
9365,2001,7,F
9365,2002,8,F
9365,2003,9,F
9365,2004,10,R
9365,2005,11,N
9365,2006,12,F
9366,2001,7,F
9366,2002,8,F
9366,2003,9,R
9367,2002,8,F
9367,2003,9,N
9368,2001,7,F
9368,2002,8,R
9368,2003,9,F
9368,2004,10,F
9368,2005,11,F
9368,2006,12,F
9369,2001,7,F
9371,2001,5,F
9371,2002,6,R
9371,2003,7,R
9371,2004,8,F
9372,2001,6,F
9372,2002,7,F
9372,2003,8,N
9372,2004,9,R
9372,2005,10,N
9372,2006,11,N
9373,2002,6,F
9373,2003,7,F
9374,2001,5,N
9374,2002,6,N
9374,2003,7,F
9374,2004,8,N
9374,2005,9,N
9374,2006,10,N
9374,2007,11,N
9376,2001,5,F
9376,2002,6,R
9376,2003,7,N
9376,2004,8,F
9376,2005,9,F
9376,2007,10,R
9377,2001,4,F
9377,2002,5,F
9377,2003,6,R
9377,2004,7,R
9377,2005,8,R
9377,2006,9,F
9377,2007,10,N
9378,2002,5,R
9379,2005,7,F
9380,2001,4,N
9380,2002,5,N
9380,2003,6,N
9380,2004,7,N
9380,2005,8,N
9380,2006,9,N
9380,2007,10,N
9381,2002,4,N
9381,2003,5,N
9381,2004,6,N
9381,2005,7,N
9381,2006,8,N
9381,2007,9,N
9382,2001,3,F
9382,2002,4,F
9382,2003,5,F
9383,2002,3,F
9383,2003,4,F
9385,2001,3,R
9385,2002,4,F
9386,2002,3,F
9386,2003,4,F
9386,2004,4,F
9386,2005,5,F
9386,2006,6,F
9386,2007,7,F
9387,2006,7,N
9387,2007,8,F
9389,2007,8,N
9390,2003,3,F
9390,2004,4,F
9390,2007,5,N
9391,2004,3,F
9391,2005,4,F
9391,2006,5,R
9391,2007,6,R
9392,2004,3,F
9392,2005,4,F
9392,2006,5,N
9392,2007,6,F
9393,2006,4,N
9393,2007,5,F
9394,2004,3,N
9394,2006,5,N
9394,2007,6,N
9395,2005,3,F
9395,2006,4,R
9395,2007,5,F
9396,2006,4,F
9396,2007,5,R
9398,2007,4,F
9399,2006,3,F
9399,2007,4,N
9400,2006,3,F
9400,2007,4,R
9401,2007,3,F
9403,2001,12,F
9405,2001,11,F
9405,2002,11,N
9407,2001,12,F
9408,2001,11,N
9408,2002,12,N
9409,2001,11,N
9409,2002,12,N
9410,2001,10,F
9410,2002,11,F
9410,2003,12,F
9411,2001,10,F
9411,2002,11,F
9411,2003,12,F
9413,2001,9,N
9413,2002,10,N
9413,2003,11,N
9413,2004,12,N
9414,2001,9,N
9414,2002,10,F
9414,2003,11,F
9414,2004,12,F
9415,2001,9,N
9415,2002,9,N
9415,2003,9,N
9415,2004,11,F
9417,2005,12,F
9418,2001,8,F
9418,2002,9,F
9418,2003,10,F
9418,2004,10,F
9418,2005,11,F
9418,2006,12,F
9419,2002,9,F
9420,2001,7,R
9420,2002,8,F
9420,2003,9,F
9420,2004,10,F
9420,2005,11,F
9420,2006,11,F
9420,2007,12,N
9421,2001,7,R
9421,2002,8,F
9421,2003,9,F
9421,2004,10,F
9421,2005,11,N
9421,2006,12,N
9422,2001,6,R
9422,2002,7,F
9422,2003,8,F
9422,2004,9,F
9422,2005,10,F
9422,2006,11,F
9422,2007,12,F
9423,2001,6,F
9423,2002,7,R
9423,2003,8,R
9423,2004,9,N
9423,2005,10,N
9423,2006,11,F
9423,2007,12,F
9424,2001,6,N
9426,2001,6,R
9426,2002,7,F
9426,2003,8,F
9427,2005,10,F
9427,2006,11,F
9427,2007,12,F
9428,2001,5,F
9428,2002,6,R
9428,2003,7,F
9428,2004,8,N
9428,2005,9,F
9428,2006,10,R
9428,2007,10,F
9429,2005,9,N
9429,2007,11,N
9431,2002,6,F
9432,2001,4,R
9432,2002,5,F
9432,2003,6,F
9432,2004,7,R
9432,2005,8,F
9432,2006,9,F
9432,2007,10,F
9433,2006,9,N
9434,2002,5,F
9434,2004,7,F
9434,2006,9,F
9435,2001,3,F
9435,2002,4,F
9435,2003,5,F
9435,2004,6,R
9435,2005,7,F
9435,2006,8,F
9435,2007,9,R
9437,2001,3,R
9437,2002,4,F
9437,2003,5,F
9437,2004,6,F
9437,2005,7,F
9437,2006,8,F
9437,2007,9,F
9438,2001,3,F
9438,2002,4,F
9438,2003,5,F
9438,2004,6,R
9438,2005,7,R
9439,2002,3,F
9439,2003,4,R
9439,2004,5,R
9439,2005,6,F
9439,2006,7,F
9439,2007,8,R
9441,2002,3,F
9441,2003,4,F
9441,2006,7,F
9441,2007,8,R
9442,2003,3,F
9442,2004,4,F
9442,2005,5,R
9442,2006,6,R
9442,2007,7,R
9443,2003,3,F
9443,2004,4,F
9444,2007,7,F
9445,2004,3,F
9445,2005,4,F
9445,2006,5,F
9445,2007,6,F
9446,2004,3,N
9446,2005,4,F
9446,2006,5,F
9446,2007,6,F
9448,2004,3,F
9448,2005,4,F
9448,2006,5,F
9449,2005,3,F
9449,2006,4,R
9449,2007,5,R
9450,2006,4,N
9450,2007,5,N
9451,2005,3,N
9451,2006,4,F
9451,2007,5,F
9452,2006,3,F
9452,2007,4,F
9453,2006,3,F
9453,2007,4,N
9455,2007,3,F
9456,2007,3,F
9459,2001,12,F
9460,2001,12,F
9461,2001,11,N
9461,2002,12,F
9461,2003,12,F
9462,2003,11,F
9464,2002,11,F
9464,2003,12,N
9465,2001,10,F
9465,2002,11,F
9465,2003,11,F
9466,2001,9,R
9466,2002,10,R
9467,2003,10,N
9468,2001,9,N
9468,2002,10,N
9468,2003,11,N
9468,2004,12,N
9470,2001,8,F
9470,2002,9,R
9470,2003,10,F
9470,2004,11,N
9470,2005,12,F
9471,2002,9,N
9472,2001,7,F
9472,2002,8,F
9472,2003,9,F
9472,2004,10,F
9473,2001,6,F
9473,2002,7,F
9473,2003,8,F
9473,2004,9,F
9473,2005,10,N
9473,2007,10,R
9475,2001,7,F
9475,2003,9,F
9475,2004,10,F
9475,2006,12,F
9476,2001,6,N
9476,2002,7,F
9476,2003,8,F
9477,2001,6,N
9477,2002,7,N
9478,2001,6,F
9478,2002,7,F
9478,2003,8,N
9478,2004,9,F
9478,2005,9,F
9478,2006,9,F
9478,2007,10,R
9480,2001,5,F
9481,2001,5,F
9482,2001,5,R
9482,2002,6,F
9482,2006,10,F
9482,2007,11,F
9484,2001,4,F
9484,2002,5,F
9484,2003,6,F
9484,2004,7,F
9484,2005,8,F
9484,2006,9,F
9484,2007,10,F
9485,2002,4,F
9485,2003,5,F
9485,2006,8,F
9485,2007,9,F
9486,2001,4,R
9486,2002,5,F
9486,2003,6,F
9486,2004,7,F
9486,2005,8,F
9486,2006,9,R
9488,2002,4,F
9488,2003,4,F
9488,2004,5,F
9488,2005,6,R
9488,2006,7,F
9488,2007,8,F
9489,2001,3,N
9490,2001,3,N
9490,2002,4,N
9490,2003,5,N
9490,2004,6,N
9490,2005,7,N
9490,2006,8,N
9490,2007,9,R
9491,2003,5,F
9491,2004,6,F
9491,2005,7,F
9493,2002,3,F
9493,2003,4,F
9493,2004,5,F
9493,2005,6,F
9494,2002,3,R
9494,2003,4,F
9494,2004,5,F
9494,2005,6,F
9494,2006,7,F
9494,2007,8,F
9495,2003,3,R
9495,2004,4,F
9495,2005,5,F
9495,2006,6,F
9496,2007,7,F
9497,2004,3,F
9497,2005,4,F
9497,2006,5,F
9498,2003,3,N
9498,2004,4,N
9498,2005,5,N
9498,2006,6,N
9498,2007,7,N
9500,2005,4,N
9500,2006,5,N
9500,2007,6,F
9501,2004,3,F
9501,2005,4,F
9501,2006,5,R
9501,2007,6,R
9502,2005,3,F
9502,2006,4,F
9502,2007,5,F
9503,2005,3,F
9505,2006,3,F
9505,2007,4,F
9506,2006,3,R
9506,2007,4,R
9507,2007,3,F
9510,2001,12,N
9511,2001,12,N
9512,2001,11,N
9512,2002,12,F
9514,2001,11,N
9514,2002,12,N
9515,2002,10,N
9516,2002,10,F
9516,2003,11,F
9516,2004,12,F
9516,2005,12,R
9517,2001,10,F
9517,2002,11,F
9517,2003,12,F
9519,2002,10,F
9519,2003,11,R
9519,2004,11,N
9520,2001,9,F
9520,2002,10,F
9520,2003,11,F
9520,2004,12,F
9521,2001,9,F
9521,2002,10,F
9521,2003,11,R
9521,2004,12,F
9523,2001,8,R
9523,2002,9,F
9523,2003,10,F
9523,2004,11,F
9523,2005,12,R
9524,2005,12,N
9525,2001,8,N
9525,2002,9,F
9525,2003,10,F
9525,2004,10,F
9525,2005,11,F
9525,2006,11,N
9525,2007,12,N
9526,2001,7,F
9526,2002,8,F
9526,2003,9,F
9526,2004,10,R
9526,2005,11,F
9526,2006,12,F
9527,2002,7,R
9527,2003,8,F
9527,2004,9,R
9527,2005,10,F
9527,2006,11,F
9527,2007,12,F
9529,2001,7,F
9529,2002,8,R
9529,2003,9,F
9529,2004,10,F
9529,2005,11,N
9529,2006,12,F
9530,2001,6,F
9530,2002,7,R
9530,2003,8,F
9530,2004,9,R
9531,2001,6,F
9531,2002,7,R
9531,2003,8,R
9531,2004,9,F
9531,2005,10,F
9531,2006,11,F
9531,2007,12,F
9532,2004,9,R
9533,2001,6,R
9533,2002,7,F
9533,2003,8,F
9533,2004,9,F
9533,2005,10,F
9535,2001,5,R
9535,2002,6,F
9535,2003,7,F
9535,2004,8,F
9535,2005,9,R
9535,2006,10,F
9535,2007,11,F
9536,2001,5,F
9537,2003,7,F
9537,2004,8,F
9537,2005,9,F
9537,2006,10,F
9537,2007,11,F
9538,2001,5,F
9538,2002,6,F
9538,2003,7,R
9538,2004,8,F
9538,2005,9,N
9538,2006,10,F
9538,2007,11,F
9540,2001,4,F
9540,2002,5,F
9540,2003,6,F
9540,2004,7,F
9540,2005,8,F
9540,2006,9,F
9540,2007,10,F
9541,2001,4,R
9541,2002,5,F
9541,2003,6,F
9541,2004,7,F
9541,2005,8,F
9541,2006,9,F
9541,2007,10,F
9542,2001,4,F
9542,2002,5,F
9542,2003,6,F
9542,2004,7,R
9544,2002,3,R
9545,2001,3,F
9545,2002,4,F
9546,2001,3,N
9546,2002,4,F
9546,2003,5,N
9546,2004,6,N
9546,2005,7,N
9546,2006,8,N
9546,2007,9,N
9548,2002,3,F
9548,2003,4,F
9548,2004,5,F
9548,2005,6,R
9549,2002,3,F
9549,2003,4,F
9549,2004,5,R
9549,2005,6,F
9549,2006,7,F
9550,2002,3,F
9551,2003,3,N
9551,2004,4,N
9551,2005,5,N
9551,2006,6,N
9551,2007,7,N
9552,2004,3,F
9552,2005,4,R
9552,2006,5,F
9552,2007,6,F
9554,2007,7,F
9555,2007,6,F
9556,2004,3,N
9556,2005,4,N
9556,2006,5,F
9556,2007,6,F
9557,2004,3,R
9559,2006,3,F
9559,2007,4,R
9560,2006,3,N
9560,2007,4,R
9561,2007,4,F
9562,2006,3,N
9562,2007,4,N
9563,2007,3,F
9568,2001,12,N
9569,2001,11,N
9571,2001,11,N
9571,2002,12,N
9572,2001,10,F
9572,2002,11,F
9572,2003,12,F
9573,2001,10,N
9573,2002,11,N
9573,2003,12,N
9574,2001,10,R
9574,2002,10,F
9574,2003,10,F
9574,2004,11,N
9575,2001,9,F
9575,2002,10,R
9575,2003,10,F
9576,2001,9,F
9576,2002,10,F
9576,2003,11,F
9576,2004,12,F
9578,2001,9,N
9578,2002,10,R
9578,2003,11,F
9578,2004,12,N
9579,2001,8,N
9579,2002,9,R
9580,2002,9,N
9581,2001,8,F
9581,2002,9,R
9581,2003,10,F
9581,2004,11,R
9581,2005,12,F
9582,2001,8,F
9582,2002,9,F
9582,2003,10,F
9582,2004,11,R
9582,2005,12,N
9583,2001,7,F
9583,2002,8,F
9583,2003,9,F
9583,2004,10,F
9583,2005,11,F
9585,2001,7,F
9585,2002,8,F
9585,2003,9,N
9585,2004,10,N
9585,2005,11,F
9585,2006,12,N
9586,2001,6,R
9586,2002,7,F
9586,2003,8,F
9586,2004,9,F
9586,2005,10,F
9586,2006,11,F
9586,2007,12,F
9587,2001,6,F
9587,2002,7,F
9587,2003,8,N
9587,2004,9,N
9587,2005,10,N
9587,2006,11,N
9587,2007,12,N
9588,2001,5,F
9588,2002,6,F
9588,2003,7,F
9588,2004,8,F
9588,2005,9,F
9588,2006,10,F
9588,2007,11,F
9590,2001,5,N
9590,2002,6,N
9591,2001,5,F
9591,2002,6,F
9591,2003,7,F
9591,2004,8,F
9591,2005,9,F
9591,2006,10,F
9591,2007,10,R
9592,2005,9,N
9592,2006,10,N
9593,2001,5,F
9593,2002,6,F
9593,2003,7,N
9593,2004,8,F
9593,2005,9,F
9594,2007,11,F
9595,2001,4,N
9595,2002,5,N
9595,2003,6,N
9595,2004,7,N
9595,2005,8,N
9595,2006,9,N
9595,2007,10,F
9597,2001,4,R
9597,2002,5,F
9597,2003,6,R
9597,2004,7,F
9597,2005,8,N
9597,2006,9,R
9598,2001,3,F
9598,2002,4,F
9598,2003,5,F
9598,2004,6,F
9598,2005,7,F
9598,2006,8,F
9598,2007,9,F
9599,2003,5,N
9599,2004,6,N
9599,2007,9,N
9600,2002,3,F
9600,2003,4,F
9600,2004,5,F
9600,2005,6,F
9600,2006,7,N
9600,2007,8,F
9601,2001,3,F
9601,2002,4,F
9601,2003,5,F
9601,2004,6,N
9601,2005,7,F
9601,2007,9,F
9603,2002,3,F
9603,2003,4,R
9603,2004,5,F
9603,2005,6,F
9603,2006,7,F
9603,2007,8,F
9604,2002,3,F
9605,2002,3,F
9605,2003,4,F
9605,2004,5,F
9605,2005,6,F
9605,2006,7,R
9605,2007,8,R
9607,2003,3,F
9607,2004,4,F
9607,2005,5,R
9607,2006,6,N
9607,2007,7,F
9608,2003,3,F
9608,2004,4,F
9608,2005,5,F
9608,2006,6,N
9608,2007,7,F
9609,2003,3,F
9609,2004,4,R
9609,2005,5,N
9609,2006,6,F
9610,2005,3,F
9610,2006,4,F
9610,2007,5,F
9612,2005,3,R
9612,2006,4,F
9612,2007,5,F
9613,2005,3,F
9613,2006,4,F
9613,2007,5,F
9614,2006,3,F
9615,2005,3,N
9615,2006,4,N
9617,2007,3,F
9618,2006,3,F
9618,2007,4,F
9619,2007,3,F
9621,2007,3,N
9622,2001,12,F
9622,2002,12,F
9624,2001,12,N
9625,2001,12,N
9626,2002,12,F
9628,2002,12,F
9628,2003,11,F
9629,2003,12,F
9630,2003,10,R
9631,2001,10,N
9633,2001,9,N
9633,2003,10,N
9633,2004,11,N
9634,2001,9,N
9634,2002,10,N
9634,2004,11,F
9634,2005,11,F
9634,2006,12,N
9635,2001,8,F
9635,2002,9,F
9635,2003,9,F
9635,2004,9,N
9636,2001,8,F
9636,2002,9,F
9636,2003,10,R
9636,2004,11,F
9636,2005,12,F
9637,2001,9,F
9638,2002,9,N
9638,2003,10,F
9638,2004,11,F
9638,2005,12,F
9639,2001,8,R
9639,2002,9,F
9639,2003,10,F
9639,2004,11,F
9639,2005,12,F
9641,2001,7,R
9641,2002,8,R
9641,2003,9,R
9641,2004,10,R
