sid,school_year,grade_level,ever_frpl
10157,2005,3,1
10157,2006,4,1
10157,2007,5,1
10158,2006,3,1
10158,2007,4,1
10159,2005,3,1
10159,2006,4,1
10159,2007,5,1
10161,2007,4,1
10162,2006,3,1
10162,2007,4,1
10163,2007,3,1
10167,2001,11,1
10167,2002,12,1
10168,2001,12,1
10169,2001,11,0
10170,2001,11,0
10170,2002,12,0
10172,2002,11,0
10172,2003,12,0
10173,2001,10,1
10173,2002,11,1
10173,2003,10,1
10173,2004,11,1
10174,2001,9,1
10174,2002,9,1
10174,2003,9,1
10174,2004,11,1
10175,2002,10,1
10175,2003,11,1
10175,2004,12,1
10177,2001,8,1
10177,2002,9,1
10178,2001,8,1
10179,2001,8,1
10179,2002,9,1
10179,2003,10,1
10179,2004,11,1
10179,2005,12,1
10181,2003,10,0
10181,2004,11,0
10181,2005,12,0
10182,2001,7,1
10182,2002,8,1
10182,2003,9,1
10182,2006,12,1
10183,2001,7,1
10183,2002,8,1
10184,2001,7,1
10184,2002,8,1
10184,2003,9,1
10184,2004,10,1
10184,2005,11,1
10184,2006,12,1
10185,2001,7,1
10185,2002,8,1
10185,2003,9,1
10187,2001,6,0
10188,2001,6,1
10188,2002,7,1
10188,2003,8,1
10188,2004,9,1
10188,2005,10,1
10188,2006,11,1
10188,2007,12,1
10189,2001,6,1
10189,2002,7,1
10191,2001,5,1
10191,2002,6,1
10191,2003,7,1
10191,2004,8,1
10191,2005,9,1
10191,2006,10,1
10191,2007,11,1
10192,2001,5,1
10192,2002,6,1
10192,2003,7,1
10192,2004,8,1
10192,2005,9,1
10192,2006,10,1
10192,2007,11,1
10193,2001,4,1
10193,2002,5,1
10193,2003,6,1
10194,2005,7,1
10194,2006,8,1
10194,2007,9,1
10196,2001,4,1
10196,2002,5,1
10196,2003,6,1
10196,2004,7,1
10196,2005,8,1
10196,2006,9,1
10196,2007,10,1
10197,2001,4,1
10197,2002,5,1
10197,2003,6,1
10197,2004,7,1
10197,2005,8,1
10197,2006,9,1
10198,2001,3,1
10198,2002,4,1
10198,2003,5,1
10198,2004,6,1
10198,2005,7,1
10198,2006,8,1
10198,2007,9,1
10199,2001,3,0
10200,2001,3,1
10200,2002,4,1
10200,2003,5,1
10200,2004,6,1
10201,2005,6,1
10201,2006,7,1
10201,2007,8,1
10203,2003,3,1
10203,2004,4,1
10203,2005,5,1
10203,2006,6,1
10203,2007,7,1
10204,2002,3,1
10204,2003,4,1
10204,2004,5,1
10204,2005,6,1
10204,2006,7,1
10204,2007,8,1
10205,2003,4,1
10205,2007,7,1
10207,2003,3,1
10207,2004,4,1
10207,2005,5,1
10207,2006,6,1
10207,2007,7,1
10208,2005,4,1
10208,2006,4,1
10208,2007,5,1
10209,2004,3,1
10209,2005,4,1
10209,2006,5,1
10209,2007,6,1
10211,2004,3,1
10211,2005,4,1
10211,2006,5,1
10211,2007,6,1
10212,2005,3,1
10212,2006,4,1
10212,2007,5,1
10213,2006,4,1
10213,2007,5,1
10215,2006,3,1
10215,2007,4,1
10216,2006,3,0
10217,2007,3,1
10218,2007,3,1
10221,2001,12,0
10222,2001,10,1
10222,2002,10,1
10222,2003,11,1
10223,2001,11,1
10223,2002,12,1
10225,2001,11,1
10225,2002,11,1
10226,2001,10,1
10226,2002,11,1
10226,2003,12,1
10227,2001,10,0
10227,2003,12,0
10228,2001,9,1
10229,2001,10,0
10229,2002,11,0
10229,2003,12,0
10230,2001,9,0
10232,2001,9,1
10232,2002,10,1
10232,2003,11,1
10232,2004,12,1
10233,2001,9,1
10233,2002,10,1
10234,2001,8,1
10234,2002,9,1
10235,2004,10,1
10235,2005,11,1
10235,2006,12,1
10237,2002,8,1
10237,2003,9,1
10237,2004,10,1
10238,2002,8,0
10238,2003,9,0
10238,2004,10,0
10238,2005,11,0
10238,2006,11,0
10239,2001,7,1
10240,2001,7,1
10240,2002,8,1
10240,2003,9,1
10240,2004,10,1
10240,2006,12,1
10241,2001,6,1
10241,2002,7,1
10242,2001,6,1
10242,2004,9,1
10243,2001,6,0
10243,2002,7,0
10243,2003,8,0
10243,2004,9,0
10243,2005,10,0
10243,2006,11,0
10243,2007,12,0
10244,2001,6,0
10246,2002,6,1
10246,2003,7,1
10246,2004,8,1
10246,2005,9,1
10246,2006,10,1
10246,2007,11,1
10247,2001,4,1
10247,2002,5,1
10247,2003,6,1
10247,2004,7,1
10247,2005,8,1
10247,2006,9,1
10247,2007,10,1
10248,2002,6,0
10248,2003,7,0
10248,2004,8,0
10248,2005,9,0
10248,2006,10,0
10248,2007,11,0
10249,2001,4,1
10249,2002,5,1
10249,2003,6,1
10249,2004,7,1
10249,2005,8,1
10249,2006,9,1
10249,2007,10,1
10251,2001,4,1
10251,2002,5,1
10251,2003,6,1
10251,2004,7,1
10251,2005,8,1
10251,2006,9,1
10251,2007,10,1
10252,2002,5,1
10252,2003,6,1
10252,2004,7,1
10253,2001,3,1
10253,2002,4,1
10253,2003,5,1
10253,2004,6,1
10253,2005,7,1
10253,2006,8,1
10253,2007,9,1
10255,2001,4,1
10255,2002,5,1
10255,2004,7,1
10255,2005,8,1
10255,2006,9,1
10255,2007,10,1
10256,2002,3,1
10257,2002,3,1
10257,2006,7,1
10257,2007,8,1
10258,2002,3,1
10258,2003,4,1
10258,2004,5,1
10258,2005,6,1
10258,2006,7,1
10258,2007,8,1
10259,2003,3,1
10259,2004,4,1
10259,2005,5,1
10259,2006,6,1
10259,2007,7,1
10261,2003,3,0
10261,2004,4,0
10261,2005,5,0
10261,2006,6,0
10261,2007,7,0
10262,2004,4,1
10262,2005,5,1
10262,2006,6,1
10262,2007,7,1
10263,2004,3,1
10263,2005,4,1
10263,2006,5,1
10263,2007,6,1
10264,2004,3,1
10264,2005,4,1
10264,2006,5,1
10264,2007,6,1
10265,2004,3,1
10265,2005,4,1
10265,2006,5,1
10266,2005,3,1
10266,2006,4,1
10266,2007,5,1
10268,2005,3,1
10268,2006,4,1
10268,2007,5,1
10269,2006,3,1
10269,2007,4,1
10270,2006,3,0
10270,2007,4,0
10271,2007,3,1
10272,2007,3,1
10273,2007,3,1
10277,2001,11,1
10277,2002,12,1
10277,2003,12,1
10278,2001,11,1
10278,2002,12,1
10279,2001,10,1
10280,2001,10,1
10280,2002,11,1
10280,2003,12,1
10281,2001,10,1
10282,2001,10,1
10282,2002,10,1
10282,2003,12,1
10283,2001,9,0
10283,2002,10,0
10283,2003,11,0
10283,2004,12,0
10285,2001,8,0
10285,2002,9,0
10285,2003,10,0
10285,2004,11,0
10285,2005,12,0
10286,2001,8,1
10286,2002,9,1
10286,2003,10,1
10286,2004,11,1
10286,2005,12,1
10287,2001,8,1
10287,2002,9,1
10288,2001,8,1
10288,2002,9,1
10288,2003,10,1
10288,2004,11,1
10288,2005,11,1
10290,2001,7,0
10290,2002,8,0
10290,2003,9,0
10291,2001,7,1
10291,2002,8,1
10291,2003,9,1
10292,2001,7,1
10292,2002,8,1
10292,2003,9,1
10292,2004,10,1
10292,2005,11,1
10292,2006,12,1
10293,2001,7,1
10293,2002,8,1
10293,2003,9,1
10293,2004,10,1
10293,2005,11,1
10293,2006,12,1
10294,2002,8,1
10294,2003,9,1
10294,2004,10,1
10294,2005,10,1
10294,2006,10,1
10296,2002,7,1
10296,2003,8,1
10296,2005,10,1
10297,2001,6,1
10297,2002,7,1
10297,2003,8,1
10297,2004,9,1
10297,2005,10,1
10297,2006,10,1
10297,2007,11,1
10298,2001,5,1
10298,2002,6,1
10300,2003,6,1
10300,2004,7,1
10300,2005,8,1
10300,2006,9,1
10300,2007,10,1
10301,2001,5,1
10301,2002,6,1
10301,2003,7,1
10301,2004,8,1
10301,2005,9,1
10301,2006,10,1
10301,2007,11,1
10302,2001,5,0
10303,2001,4,1
10303,2002,5,1
10303,2003,6,1
10303,2004,7,1
10303,2005,8,1
10303,2006,9,1
10303,2007,10,1
10305,2001,3,1
10305,2002,4,1
10305,2003,5,1
10305,2004,6,1
10305,2005,7,1
10305,2006,8,1
10305,2007,9,1
10306,2001,4,1
10306,2002,5,1
10306,2003,6,1
10306,2004,7,1
10306,2005,8,1
10307,2001,3,1
10307,2002,4,1
10307,2003,5,1
10307,2004,6,1
10307,2005,7,1
10307,2006,8,1
10307,2007,9,1
10308,2001,3,1
10308,2002,4,1
10308,2003,5,1
10308,2004,6,1
10308,2005,7,1
10308,2006,8,1
10308,2007,9,1
10310,2001,3,1
10310,2002,4,1
10310,2003,5,1
10310,2004,6,1
10310,2006,8,1
10310,2007,9,1
10311,2002,3,1
10311,2003,4,1
10311,2004,5,1
10311,2005,6,1
10311,2006,7,1
10311,2007,8,1
10312,2002,3,1
10312,2003,4,1
10312,2005,6,1
10313,2002,3,1
10313,2003,4,1
10313,2004,5,1
10313,2005,6,1
10313,2006,7,1
10313,2007,8,1
10314,2002,3,1
10314,2003,3,1
10314,2004,4,1
10314,2005,5,1
10314,2006,6,1
10314,2007,7,1
10316,2003,3,1
10316,2004,4,1
10316,2005,5,1
10316,2006,6,1
10317,2003,3,1
10317,2004,4,1
10317,2005,5,1
10317,2006,6,1
10317,2007,7,1
10318,2003,3,1
10318,2004,4,1
10318,2005,5,1
10318,2006,6,1
10318,2007,7,1
10320,2004,3,1
10320,2005,4,1
10320,2006,4,1
10320,2007,5,1
10321,2005,3,1
10321,2006,4,1
10322,2005,3,0
10322,2006,4,0
10322,2007,5,0
10323,2005,3,1
10323,2006,4,1
10323,2007,5,1
10325,2006,3,1
10325,2007,4,1
10326,2006,3,1
10326,2007,4,1
10327,2007,3,1
10329,2007,3,1
10332,2001,12,0
10333,2001,12,1
10334,2001,11,0
10334,2002,12,0
10335,2001,12,0
10336,2001,10,1
10336,2002,11,1
10336,2003,12,1
10337,2001,9,1
10337,2002,9,1
10339,2001,9,1
10339,2002,10,1
10339,2003,11,1
10340,2001,9,0
10340,2002,10,0
10340,2003,11,0
10340,2004,12,0
10341,2001,9,1
10341,2002,10,1
10341,2003,11,1
10341,2004,11,1
10341,2005,12,1
10342,2001,9,1
10344,2001,8,1
10344,2002,9,1
10344,2003,10,1
10344,2004,11,1
10344,2005,12,1
10345,2001,8,0
10345,2002,9,0
10346,2001,7,1
10346,2002,8,1
10347,2001,7,1
10347,2002,8,1
10349,2001,7,1
10349,2002,8,1
10349,2003,9,1
10349,2004,10,1
10349,2005,11,1
10349,2006,12,1
10350,2001,5,1
10350,2002,6,1
10350,2003,7,1
10350,2004,8,1
10350,2005,9,1
10350,2006,10,1
10351,2001,6,0
10351,2002,7,0
10351,2003,8,0
10351,2004,9,0
10352,2005,10,1
10352,2006,10,1
10352,2007,11,1
10353,2001,6,1
10353,2002,7,1
10353,2003,8,1
10353,2004,9,1
10353,2005,10,1
10353,2006,11,1
10353,2007,12,1
10355,2001,5,1
10355,2002,6,1
10356,2001,5,1
10356,2002,6,1
10356,2003,7,1
10356,2004,8,1
10356,2005,9,1
10356,2006,10,1
10356,2007,11,1
10357,2006,10,1
10357,2007,10,1
10358,2001,4,1
10358,2002,5,1
10358,2003,6,1
10358,2004,7,1
10358,2005,8,1
10358,2006,9,1
10360,2001,4,0
10360,2002,5,0
10360,2003,6,0
10360,2004,7,0
10361,2005,7,1
10361,2006,8,1
10361,2007,9,1
10362,2001,3,1
10362,2002,4,1
10362,2003,5,1
10362,2004,6,1
10362,2005,7,1
10363,2001,3,1
10363,2002,4,1
10363,2003,5,1
10364,2005,6,1
10364,2006,7,1
10364,2007,8,1
10366,2002,3,0
10367,2002,3,1
10367,2003,3,1
10367,2004,4,1
10367,2005,5,1
10367,2006,6,1
10367,2007,7,1
10368,2002,3,1
10368,2003,4,1
10368,2004,5,1
10368,2005,6,1
10368,2006,7,1
10368,2007,8,1
10369,2003,3,1
10369,2004,4,1
10369,2005,5,1
10369,2006,6,1
10369,2007,7,1
10371,2003,3,1
10371,2004,4,1
10371,2005,5,1
10371,2006,6,1
10371,2007,7,1
10372,2003,3,1
10372,2004,4,1
10372,2005,5,1
10373,2004,3,0
10373,2005,4,0
10373,2006,5,0
10373,2007,6,0
10374,2004,3,0
10374,2005,4,0
10374,2006,5,0
10375,2004,3,1
10375,2006,5,1
10375,2007,6,1
10377,2005,3,1
10377,2006,4,1
10377,2007,5,1
10378,2005,3,0
10378,2006,4,0
10378,2007,5,0
10379,2006,3,1
10379,2007,4,1
10380,2006,3,1
10380,2007,4,1
10381,2007,4,1
10383,2007,3,0
10386,2001,11,0
10387,2001,11,1
10389,2001,11,1
10389,2002,12,1
10389,2003,12,1
10390,2001,10,1
10390,2002,10,1
10391,2001,10,1
10391,2002,11,1
10391,2003,12,1
10392,2002,11,1
10394,2001,9,1
10394,2002,10,1
10394,2003,11,1
10394,2004,12,1
10395,2001,9,1
10395,2002,10,1
10395,2003,11,1
10395,2004,12,1
10396,2001,9,1
10396,2002,10,1
10396,2003,11,1
10396,2004,11,1
10397,2002,9,0
10397,2003,9,0
10397,2004,10,0
10399,2002,9,0
10400,2001,7,1
10400,2002,8,1
10401,2001,7,1
10401,2002,8,1
10401,2003,9,1
10401,2004,10,1
10401,2005,11,1
10401,2006,12,1
10402,2001,7,1
10402,2002,8,1
10402,2003,9,1
10402,2004,10,1
10402,2005,11,1
10402,2006,12,1
10404,2001,7,1
10404,2002,8,1
10405,2001,7,1
10405,2002,8,1
10405,2003,9,1
10406,2001,6,1
10406,2002,7,1
10406,2003,8,1
10406,2004,9,1
10406,2005,10,1
10406,2006,10,1
10406,2007,10,1
10408,2001,5,1
10408,2002,6,1
10408,2003,7,1
10408,2004,8,1
10408,2005,9,1
10408,2006,10,1
10408,2007,10,1
10409,2001,5,1
10409,2002,6,1
10409,2003,7,1
10409,2004,8,1
10409,2005,9,1
10409,2006,10,1
10409,2007,11,1
10410,2001,5,1
10410,2002,6,1
10410,2003,7,1
10410,2004,8,1
10410,2005,9,1
10410,2006,10,1
10410,2007,11,1
10412,2001,5,1
10412,2002,6,1
10412,2005,9,1
10413,2001,4,1
10413,2002,5,1
10413,2003,6,1
10413,2004,7,1
10413,2005,8,1
10413,2006,9,1
10413,2007,10,1
10414,2001,4,1
10414,2002,5,1
10414,2003,6,1
10414,2004,7,1
10414,2005,8,1
10414,2006,9,1
10414,2007,10,1
10415,2001,4,0
10415,2002,5,0
10415,2003,6,0
10416,2001,4,0
10416,2002,5,0
10416,2003,6,0
10417,2005,8,0
10417,2006,9,0
10417,2007,10,0
10419,2001,3,1
10419,2002,4,1
10419,2003,5,1
10419,2004,6,1
10419,2005,7,1
10419,2006,8,1
10419,2007,9,1
10420,2001,3,1
10420,2002,4,1
10420,2003,5,1
10420,2005,6,1
10421,2001,3,1
10421,2002,4,1
10421,2003,5,1
10421,2004,6,1
10421,2006,8,1
10421,2007,9,1
10423,2002,3,1
10423,2003,3,1
10423,2004,4,1
10423,2005,5,1
10423,2006,6,1
10423,2007,7,1
10424,2002,3,1
10424,2003,4,1
10424,2004,5,1
10424,2005,6,1
10424,2006,7,1
10424,2007,8,1
10425,2002,3,1
10425,2003,4,1
10425,2004,5,1
10425,2005,6,1
10425,2006,7,1
10425,2007,8,1
10426,2003,3,1
10426,2004,4,1
10426,2005,5,1
10426,2006,6,1
10426,2007,7,1
10427,2004,3,1
10427,2005,4,1
10427,2006,5,1
10427,2007,6,1
10429,2003,3,1
10429,2004,4,1
10429,2005,5,1
10429,2006,6,1
10429,2007,7,1
10430,2006,5,0
10430,2007,6,0
10431,2004,3,1
10431,2005,4,1
10431,2006,5,1
10431,2007,6,1
10432,2004,3,1
10432,2005,4,1
10432,2006,5,1
10432,2007,6,1
10433,2007,6,1
10435,2005,3,1
10435,2006,4,1
10435,2007,5,1
10436,2005,3,0
10436,2006,4,0
10437,2006,3,1
10437,2007,4,1
10438,2006,3,1
10438,2007,4,1
10440,2007,3,0
10441,2007,3,0
10443,2001,11,1
10444,2001,10,1
10444,2002,11,1
10444,2003,12,1
10446,2001,10,1
10446,2002,11,1
10446,2003,12,1
10447,2001,11,1
10447,2003,12,1
10448,2001,11,1
10448,2002,12,1
10449,2002,10,1
10451,2001,10,1
10451,2002,11,1
10451,2003,12,1
10452,2001,10,1
10452,2002,11,1
10452,2003,12,1
10453,2001,9,0
10453,2002,10,0
10453,2003,11,0
10453,2004,12,0
10454,2005,11,1
10454,2006,12,1
10455,2001,9,0
10457,2001,8,1
10457,2002,9,1
10457,2003,10,1
10457,2004,11,1
10457,2005,12,1
10458,2001,8,1
10458,2002,9,1
10459,2001,7,1
10459,2002,8,1
10459,2003,9,1
10459,2004,10,1
10459,2005,10,1
10459,2006,11,1
10460,2001,6,1
10460,2002,7,1
10460,2003,8,1
10460,2004,9,1
10460,2005,10,1
10460,2006,10,1
10460,2007,11,1
10462,2001,7,1
10463,2001,6,1
10463,2002,7,1
10463,2003,8,1
10463,2004,9,1
10463,2005,10,1
10463,2006,11,1
10463,2007,12,1
10464,2005,10,1
10464,2007,11,1
10466,2001,6,1
10466,2002,7,1
10466,2003,8,1
10466,2004,9,1
10467,2001,5,1
10467,2002,6,1
10468,2001,5,1
10468,2002,6,1
10468,2003,7,1
10468,2004,8,1
10468,2005,9,1
10469,2001,4,1
10469,2002,5,1
10471,2002,6,1
10471,2003,7,1
10471,2004,8,1
10471,2005,9,1
10471,2006,10,1
10471,2007,11,1
10472,2001,4,1
10472,2002,5,1
10472,2003,6,1
10472,2004,7,1
10472,2005,8,1
10472,2006,9,1
10472,2007,10,1
10473,2003,6,1
10475,2001,3,1
10475,2002,4,1
10475,2003,5,1
10475,2004,6,1
10475,2005,7,1
10475,2006,8,1
10475,2007,9,1
10476,2001,3,1
10476,2002,4,1
10476,2003,5,1
10476,2004,6,1
10476,2005,7,1
10476,2006,8,1
10476,2007,9,1
10477,2001,3,1
10477,2002,4,1
10478,2001,3,1
10478,2002,4,1
10478,2003,5,1
10478,2004,6,1
10478,2005,7,1
10480,2002,3,1
10480,2003,4,1
10480,2004,5,1
10480,2005,6,1
10481,2004,5,1
10481,2005,6,1
10482,2002,3,1
10482,2003,3,1
10482,2004,4,1
10482,2005,5,1
10482,2006,6,1
10482,2007,7,1
10483,2003,4,0
10484,2003,3,0
10484,2004,4,0
10484,2005,5,0
10484,2006,6,0
10484,2007,7,0
10486,2003,3,1
10486,2004,4,1
10487,2004,3,1
10487,2005,4,1
10487,2006,5,1
10488,2005,3,1
10488,2006,4,1
10488,2007,5,1
10489,2005,3,1
10489,2006,4,1
10489,2007,5,1
10490,2007,4,1
10491,2005,3,1
10491,2006,4,1
10491,2007,5,1
10493,2006,3,1
10493,2007,4,1
10494,2007,4,0
10495,2006,3,1
10495,2007,4,1
10497,2007,3,1
10500,2001,12,1
10501,2001,12,1
10501,2002,12,1
10503,2001,11,1
10503,2002,12,1
10504,2001,11,0
10504,2002,12,0
10505,2001,10,1
10505,2002,11,1
10505,2003,12,1
10506,2001,9,0
10506,2002,9,0
10506,2003,11,0
10508,2001,9,1
10508,2002,10,1
10508,2003,10,1
10508,2004,11,1
10509,2001,9,1
10510,2001,9,1
10510,2002,10,1
10512,2002,8,1
10512,2003,9,1
10512,2004,10,1
10512,2005,10,1
10513,2003,10,0
10514,2001,8,1
10514,2002,9,1
10514,2003,10,1
10514,2004,10,1
10514,2005,11,1
10515,2001,8,1
10515,2002,9,1
10515,2003,10,1
10515,2004,11,1
10515,2005,11,1
10517,2001,6,1
10518,2001,7,1
10518,2002,8,1
10518,2003,9,1
10518,2004,10,1
10518,2005,11,1
10518,2006,12,1
10519,2001,6,1
10519,2002,7,1
10519,2003,8,1
10519,2004,9,1
10520,2001,6,0
10521,2001,6,1
10521,2002,7,1
10521,2003,8,1
10521,2004,9,1
10521,2005,10,1
10523,2004,8,1
10523,2005,9,1
10523,2006,9,1
10523,2007,9,1
10524,2003,7,1
10524,2004,8,1
10524,2005,9,1
10524,2006,10,1
10524,2007,11,1
10525,2001,5,1
10525,2002,6,1
10526,2003,7,1
10526,2004,8,1
10526,2005,9,1
10526,2006,10,1
10528,2001,3,1
10528,2002,4,1
10528,2003,5,1
10528,2004,6,1
10528,2005,7,1
10528,2006,8,1
10528,2007,9,1
10529,2005,8,1
10529,2006,9,1
10530,2001,4,1
10530,2002,5,1
10530,2003,6,1
10530,2004,7,1
10530,2005,8,1
10530,2006,9,1
10530,2007,10,1
10532,2001,3,0
10533,2001,3,1
10533,2002,4,1
10533,2003,5,1
10533,2004,6,1
10533,2005,7,1
10533,2006,8,1
10533,2007,9,1
10534,2001,3,1
10534,2002,4,1
10534,2003,5,1
10534,2004,6,1
10534,2005,7,1
10534,2006,8,1
10534,2007,9,1
10535,2005,6,1
10537,2003,4,1
10537,2004,5,1
10537,2005,6,1
10537,2006,7,1
10537,2007,8,1
10538,2002,3,1
10538,2003,4,1
10538,2004,5,1
10538,2005,6,1
10538,2006,7,1
10538,2007,8,1
10539,2002,3,1
10540,2003,3,1
10540,2004,4,1
10540,2005,5,1
10540,2006,6,1
10540,2007,7,1
10541,2003,3,1
10541,2004,4,1
10541,2005,5,1
10541,2006,6,1
10541,2007,7,1
10542,2004,3,1
10542,2005,4,1
10542,2006,5,1
10542,2007,6,1
10544,2004,3,0
10544,2005,4,0
10544,2006,5,0
10544,2007,6,0
10545,2006,5,0
10545,2007,6,0
10546,2005,3,1
10546,2006,4,1
10546,2007,5,1
10547,2005,3,1
10547,2006,4,1
10547,2007,5,1
10549,2006,3,0
10550,2006,3,0
10550,2007,4,0
10551,2007,3,1
10552,2007,3,0
10553,2001,11,1
10555,2001,12,1
10556,2001,11,1
10556,2002,12,1
10557,2001,12,0
10558,2002,11,0
10560,2001,10,1
10560,2002,11,1
10560,2003,12,1
10561,2001,10,0
10561,2002,11,0
10562,2002,11,1
10563,2002,10,0
10564,2001,9,1
10564,2002,10,1
10564,2003,11,1
10564,2004,12,1
10565,2005,10,1
10566,2001,9,1
10566,2002,10,1
10566,2003,11,1
10566,2004,11,1
10568,2001,8,1
10568,2002,9,1
10568,2003,10,1
10568,2004,11,1
10568,2005,12,1
10569,2001,8,1
10569,2002,9,1
10569,2003,10,1
10569,2004,11,1
10569,2005,11,1
10570,2001,8,1
10570,2002,9,1
10572,2001,7,1
10572,2002,8,1
10573,2001,7,0
10573,2002,8,0
10573,2003,9,0
10573,2004,10,0
10573,2007,12,0
10574,2003,8,1
10574,2004,9,1
10574,2005,10,1
10575,2001,6,1
10575,2002,7,1
10575,2003,8,1
10575,2004,9,1
10575,2005,10,1
10575,2006,11,1
10575,2007,12,1
10577,2001,6,1
10578,2001,6,1
10578,2002,7,1
10579,2003,7,1
10579,2004,8,1
10579,2005,9,1
10579,2006,10,1
10579,2007,11,1
10580,2001,5,1
10580,2002,6,1
10580,2003,7,1
10580,2004,8,1
10580,2005,9,1
10580,2006,10,1
10580,2007,11,1
10581,2001,5,1
10581,2002,6,1
10581,2003,7,1
10581,2004,8,1
10581,2005,9,1
10581,2007,11,1
10582,2001,5,1
10582,2002,6,1
10582,2003,7,1
10582,2004,8,1
10582,2005,9,1
10582,2006,10,1
10582,2007,11,1
10584,2001,4,1
10584,2007,10,1
10585,2001,4,1
10585,2002,5,1
10585,2003,6,1
10586,2001,4,1
10586,2005,8,1
10586,2006,9,1
10588,2001,3,1
10588,2004,6,1
10589,2001,3,1
10589,2002,4,1
10589,2003,5,1
10590,2002,3,1
10590,2003,4,1
10590,2004,5,1
10590,2005,6,1
10590,2006,7,1
10590,2007,8,1
10591,2002,3,1
10591,2006,7,1
10591,2007,8,1
10592,2002,3,1
10592,2003,4,1
10592,2004,5,1
10592,2005,6,1
10592,2006,7,1
10593,2002,3,0
10593,2003,4,0
10593,2004,5,0
10593,2005,6,0
10594,2003,3,1
10594,2004,4,1
10594,2005,5,1
10594,2006,6,1
10594,2007,7,1
10596,2003,3,1
10596,2004,4,1
10596,2005,5,1
10596,2006,6,1
10596,2007,7,1
10597,2004,3,1
10597,2005,4,1
10597,2006,5,1
10597,2007,6,1
10598,2004,3,1
10599,2004,3,1
10599,2005,4,1
10599,2006,5,1
10599,2007,6,1
10600,2005,3,1
10600,2006,4,1
10600,2007,5,1
10601,2005,3,1
10601,2006,4,1
10601,2007,5,1
10602,2005,3,1
10602,2006,4,1
10603,2007,5,0
10605,2006,3,1
10605,2007,4,1
10606,2007,3,1
10607,2007,3,1
10609,2001,11,1
10610,2001,12,0
10611,2002,12,0
10611,2003,12,0
10612,2001,10,1
10612,2002,11,1
10614,2003,12,0
10615,2001,10,1
10615,2002,11,1
10615,2003,12,1
10616,2002,10,1
10616,2003,11,1
10617,2001,9,1
10618,2001,9,1
10618,2002,10,1
10618,2003,11,1
10618,2004,12,1
10619,2001,8,1
10619,2002,9,1
10620,2001,9,0
10620,2002,10,0
10620,2003,11,0
10620,2004,12,0
10622,2001,8,1
10623,2002,9,0
10623,2005,12,0
10624,2001,8,1
10624,2002,9,1
10624,2003,10,1
10625,2001,8,1
10625,2002,9,1
10625,2003,10,1
10625,2004,11,1
10625,2005,12,1
10627,2006,10,1
10627,2007,11,1
10628,2002,7,1
10628,2003,8,1
10628,2004,9,1
10628,2005,10,1
10629,2002,8,1
10629,2003,9,1
10629,2004,10,1
10630,2001,6,0
10630,2002,7,0
10630,2003,8,0
10630,2004,9,0
10632,2001,6,1
10632,2002,7,1
10632,2003,8,1
10632,2004,9,1
10632,2005,10,1
10632,2006,11,1
10632,2007,12,1
10633,2001,5,1
10633,2002,6,1
10633,2003,7,1
10633,2004,8,1
10633,2005,9,1
10633,2006,10,1
10633,2007,11,1
10634,2001,4,1
10634,2002,5,1
10634,2003,6,1
10634,2004,7,1
10634,2005,8,1
10634,2006,9,1
10634,2007,10,1
10636,2001,5,1
10636,2002,6,1
10636,2003,7,1
10636,2004,8,1
10636,2005,9,1
10636,2006,10,1
10636,2007,11,1
10637,2001,4,1
10637,2002,5,1
10637,2003,6,1
10637,2004,7,1
10637,2005,8,1
10637,2006,9,1
10637,2007,10,1
10638,2001,4,1
10638,2002,5,1
10638,2003,6,1
10638,2004,7,1
10638,2005,8,1
10638,2006,9,1
10638,2007,10,1
10640,2001,4,0
10640,2002,5,0
10640,2003,6,0
10640,2004,7,0
10640,2005,8,0
10640,2006,9,0
10640,2007,10,0
10641,2001,3,1
10641,2002,4,1
10641,2003,5,1
10641,2004,6,1
10641,2005,7,1
10641,2006,8,1
10641,2007,9,1
10642,2001,3,1
10642,2002,4,1
10642,2003,5,1
10642,2004,6,1
10642,2005,7,1
10642,2006,8,1
10642,2007,9,1
10643,2001,3,1
10643,2002,4,1
10643,2003,5,1
10643,2004,6,1
10643,2005,7,1
10643,2006,8,1
10644,2001,3,1
10644,2002,4,1
10646,2002,3,1
10646,2003,4,1
10647,2002,3,1
10647,2003,4,1
10647,2004,5,1
10647,2005,6,1
10647,2006,7,1
10647,2007,8,1
10648,2003,3,1
10648,2004,4,1
10648,2005,5,1
10648,2006,6,1
10648,2007,7,1
10649,2003,3,1
10649,2004,4,1
10649,2005,5,1
10649,2006,6,1
10649,2007,7,1
10651,2003,3,1
10651,2004,4,1
10651,2005,5,1
10651,2006,6,1
10651,2007,7,1
10652,2004,3,1
10652,2006,5,1
10652,2007,6,1
10653,2004,3,1
10653,2005,4,1
10653,2006,5,1
10653,2007,6,1
10655,2004,3,1
10655,2005,4,1
10655,2006,5,1
10655,2007,6,1
10656,2005,3,1
10656,2006,4,1
10657,2005,3,1
10657,2006,4,1
10657,2007,5,1
10659,2006,3,1
10659,2007,4,1
10660,2007,3,1
10661,2007,3,0
10662,2007,3,0
10665,2001,11,0
10665,2002,12,0
10666,2001,12,0
10667,2001,11,1
10667,2002,11,1
10669,2001,11,1
10669,2002,12,1
10669,2003,12,1
10670,2001,10,1
10670,2002,11,1
10671,2001,10,1
10671,2002,11,1
10671,2003,12,1
10672,2004,11,1
10672,2005,11,1
10673,2004,11,0
