sid,school_year,race_ethnicity
12400,2006,B
12400,2007,B
12401,2002,A
12401,2003,A
12402,2001,B
12402,2002,B
12402,2003,B
12402,2004,B
12402,2005,B
12402,2006,B
12402,2007,B
12403,2001,B
12403,2002,B
12403,2003,B
12403,2004,B
12403,2005,B
12403,2006,B
12403,2007,B
12405,2001,B
12405,2002,B
12405,2004,B
12406,2001,B
12406,2002,B
12406,2003,B
12406,2004,B
12406,2005,B
12406,2006,B
12406,2007,B
12407,2001,B
12407,2002,B
12407,2003,B
12407,2004,B
12407,2005,B
12407,2006,B
12407,2007,B
12409,2007,B
12410,2002,B
12410,2003,B
12410,2004,B
12410,2005,B
12410,2006,B
12410,2007,B
12411,2002,A
12411,2003,A
12411,2004,A
12411,2005,A
12411,2006,A
12411,2007,A
12412,2005,H
12412,2006,H
12412,2007,H
12413,2003,B
12415,2004,A
12416,2004,H
12416,2005,H
12416,2006,H
12416,2007,H
12417,2004,B
12417,2005,B
12417,2006,B
12417,2007,B
12418,2005,B
12418,2007,B
12419,2005,W
12419,2006,W
12420,2005,B
12420,2006,B
12420,2007,B
12422,2006,B
12422,2007,B
12423,2006,B
12424,2006,H
12424,2007,H
12425,2007,B
12426,2007,W
12427,2007,W
12428,2001,H
12430,2001,B
12430,2002,B
12431,2001,B
12431,2002,B
12432,2002,H
12433,2001,B
12433,2002,B
12433,2003,B
12434,2001,A
12434,2002,A
12434,2003,A
12435,2001,A
12435,2002,A
12435,2003,A
12435,2004,A
12436,2003,W
12436,2004,W
12436,2005,W
12437,2001,A
12437,2002,A
12437,2003,A
12437,2004,A
12439,2001,B
12439,2002,B
12439,2003,B
12439,2004,B
12439,2005,B
12439,2006,B
12440,2001,B
12440,2002,B
12440,2003,B
12440,2004,B
12440,2005,B
12441,2001,B
12441,2002,B
12443,2001,B
12443,2002,B
12443,2003,B
12444,2001,W
12444,2002,W
12444,2003,W
12444,2004,W
12444,2005,W
12444,2006,W
12445,2005,B
12445,2006,B
12445,2007,B
12446,2001,H
12446,2002,H
12446,2003,H
12446,2007,H
12447,2006,B
12449,2001,B
12449,2002,B
12449,2003,B
12449,2004,B
12449,2005,B
12449,2006,B
12449,2007,B
12450,2001,W
12450,2002,W
12450,2003,W
12450,2004,W
12450,2005,W
12450,2006,W
12450,2007,W
12451,2001,W
12451,2002,W
12451,2003,W
12451,2004,W
12452,2004,B
12453,2001,B
12453,2003,B
12453,2004,B
12453,2005,B
12453,2006,B
12453,2007,B
12454,2001,M/O
12454,2002,NA
12454,2003,NA
12454,2004,NA
12454,2005,NA
12454,2006,M/O
12454,2007,M/O
12456,2001,B
12456,2002,B
12456,2003,B
12456,2004,B
12456,2005,B
12457,2001,B
12458,2001,B
12458,2002,B
12458,2003,B
12458,2004,B
12460,2001,H
12460,2002,H
12460,2003,H
12460,2004,H
12461,2001,B
12461,2002,B
12461,2003,B
12461,2004,B
12461,2005,B
12461,2006,B
12461,2007,B
12462,2001,B
12462,2002,B
12462,2003,B
12462,2004,B
12462,2005,B
12462,2006,B
12462,2007,B
12463,2001,B
12463,2002,B
12463,2003,B
12463,2004,B
12463,2005,B
12463,2006,B
12463,2007,B
12464,2001,A
12464,2002,A
12464,2003,A
12464,2004,A
12465,2005,W
12465,2006,W
12467,2002,W
12467,2003,W
12467,2004,W
12467,2005,W
12467,2006,W
12467,2007,W
12468,2002,B
12468,2003,B
12468,2004,B
12468,2005,B
12468,2006,B
12468,2007,B
12469,2003,B
12469,2004,B
12469,2005,B
12469,2006,B
12469,2007,B
12470,2003,B
12472,2007,B
12473,2005,B
12473,2006,B
12473,2007,B
12474,2004,B
12474,2005,B
12474,2006,B
12474,2007,B
12476,2007,A
12477,2005,B
12477,2006,B
12477,2007,B
12478,2006,B
12478,2007,B
12479,2006,B
12479,2007,B
12481,2007,H
12482,2007,B
12483,2007,B
12484,2001,B
12485,2001,A
12486,2001,H
12486,2002,H
12487,2001,W
12487,2002,W
12489,2001,B
12489,2002,B
12489,2003,B
12490,2001,B
12490,2002,B
12490,2003,B
12491,2001,B
12491,2002,B
12491,2003,B
12491,2004,B
12492,2001,A
12492,2002,A
12492,2003,A
12492,2004,A
12494,2001,B
12495,2001,B
12495,2002,B
12495,2003,B
12496,2001,B
12496,2002,B
12498,2001,B
12498,2002,B
12498,2003,B
12498,2004,B
12498,2005,B
12498,2006,B
12499,2002,A
12499,2004,A
12500,2005,B
12500,2006,B
12500,2007,B
12501,2001,B
12501,2002,B
12501,2003,B
12501,2004,B
12501,2005,B
12501,2006,B
12503,2002,B
12503,2003,B
12503,2005,B
12503,2006,B
12504,2001,B
12504,2002,B
12504,2003,B
12504,2004,B
12504,2005,B
12504,2006,B
12504,2007,B
12505,2001,B
12505,2002,B
12507,2007,B
12508,2001,B
12508,2002,B
12508,2003,B
12508,2004,B
12508,2005,B
12508,2006,B
12508,2007,B
12509,2006,H
12509,2007,H
12510,2001,B
12510,2002,B
12510,2003,B
12510,2004,B
12510,2005,B
12510,2007,B
12512,2003,H
12512,2004,H
12512,2005,H
12512,2006,H
12512,2007,H
12513,2001,B
12513,2002,B
12513,2003,B
12513,2004,B
12513,2005,B
12513,2006,B
12514,2001,B
12514,2002,B
12514,2003,B
12514,2004,B
12514,2005,B
12514,2006,B
12514,2007,B
12515,2006,B
12515,2007,B
12517,2001,W
12517,2002,W
12517,2003,W
12517,2004,W
12517,2005,W
12517,2006,W
12517,2007,W
12518,2001,H
12518,2002,H
12518,2003,H
12518,2004,H
12518,2005,H
12518,2006,H
12518,2007,H
12519,2001,A
12519,2002,A
12519,2003,A
12519,2004,A
12519,2005,A
12519,2006,B
12519,2007,B
12520,2001,B
12520,2002,B
12520,2003,B
12520,2004,B
12520,2005,B
12520,2006,B
12520,2007,B
12521,2001,A
12521,2002,A
12521,2003,A
12521,2004,A
12521,2005,A
12521,2006,A
12521,2007,A
12522,2002,B
12522,2003,B
12522,2004,B
12522,2005,B
12522,2006,B
12522,2007,B
12523,2002,A
12523,2003,A
12523,2004,A
12523,2006,A
12523,2007,A
12524,2002,B
12524,2003,B
12524,2004,B
12524,2005,B
12524,2006,B
12524,2007,B
12525,2002,W
12525,2003,W
12525,2004,W
12525,2005,W
12525,2006,W
12525,2007,W
12527,2003,B
12527,2004,B
12527,2005,B
12527,2006,B
12527,2007,B
12528,2003,B
12528,2004,B
12528,2005,B
12528,2006,B
12528,2007,B
12529,2004,B
12529,2005,B
12529,2006,B
12529,2007,B
12531,2004,A
12531,2006,B
12531,2007,B
12532,2005,B
12532,2006,B
12532,2007,B
12533,2006,A
12533,2007,A
12534,2005,B
12534,2006,B
12534,2007,B
12535,2005,B
12535,2006,B
12537,2006,B
12538,2007,B
12539,2007,B
12541,2001,H
12542,2001,B
12542,2002,B
12543,2001,H
12543,2002,H
12543,2003,H
12544,2001,B
12544,2002,B
12545,2001,A
12545,2002,A
12546,2001,B
12546,2002,B
12546,2003,B
12548,2001,H
12548,2002,H
12548,2003,H
12548,2004,H
12549,2001,B
12549,2002,B
12549,2003,B
12549,2004,B
12550,2005,W
12550,2006,W
12550,2007,W
12551,2001,B
12551,2003,B
12551,2005,B
12551,2006,B
12552,2001,B
12554,2001,H
12554,2002,H
12554,2003,H
12554,2004,H
12554,2005,H
12554,2006,H
12555,2001,H
12555,2002,H
12555,2003,H
12555,2004,H
12555,2005,H
12555,2006,H
12556,2001,B
12556,2002,B
12556,2003,B
12556,2004,B
12556,2005,B
12556,2006,B
12556,2007,B
12557,2002,B
12557,2003,B
12557,2006,B
12557,2007,B
12558,2001,B
12558,2002,B
12558,2003,B
12558,2004,B
12558,2006,B
12559,2002,H
12559,2003,H
12559,2004,H
12559,2005,H
12559,2007,H
12561,2001,B
12561,2002,B
12561,2003,B
12561,2004,B
12562,2001,A
12562,2002,A
12562,2003,A
12562,2004,A
12562,2005,A
12562,2006,A
12562,2007,A
12563,2003,H
12563,2004,H
12564,2001,W
12564,2002,W
12564,2003,W
12564,2004,W
12564,2006,W
12564,2007,W
12565,2001,H
12565,2002,H
12565,2003,H
12565,2004,H
12565,2005,H
12566,2001,B
12566,2002,B
12566,2004,B
12566,2005,B
12566,2006,B
12566,2007,B
12567,2001,W
12567,2002,W
12567,2003,W
12567,2004,W
12567,2005,W
12568,2004,B
12568,2005,B
12568,2006,B
12568,2007,B
12570,2001,H
12570,2002,H
12570,2003,H
12570,2004,H
12570,2005,H
12571,2001,B
12571,2002,B
12571,2003,B
12571,2004,B
12571,2005,B
12571,2006,B
12571,2007,B
12572,2001,B
12572,2002,B
12572,2003,B
12572,2004,B
12572,2005,B
12572,2006,B
12572,2007,B
12573,2004,B
12573,2005,B
12573,2006,B
12573,2007,B
12575,2001,H
12575,2002,H
12575,2003,H
12575,2007,H
12576,2001,B
12576,2003,B
12577,2004,W
12577,2005,W
12577,2006,W
12577,2007,W
12578,2001,B
12578,2002,B
12578,2003,B
12579,2002,B
12579,2003,B
12579,2004,B
12579,2005,B
12579,2006,B
12579,2007,B
12580,2002,H
12580,2003,H
12580,2004,H
12580,2005,H
12580,2006,H
12580,2007,H
12582,2003,B
12582,2004,B
12582,2005,B
12582,2006,B
12582,2007,B
12583,2003,B
12583,2004,B
12583,2005,B
12583,2006,B
12583,2007,B
12584,2003,B
12584,2004,B
12584,2005,B
12584,2006,B
12584,2007,B
12586,2007,B
12587,2004,B
12587,2005,B
12587,2006,B
12587,2007,B
12588,2004,B
12588,2005,B
12588,2006,B
12588,2007,B
12590,2007,B
12591,2005,B
12591,2006,B
12591,2007,B
12592,2006,B
12592,2007,B
12594,2006,B
12594,2007,B
12595,2006,B
12596,2007,B
12598,2001,B
12599,2001,B
12600,2001,A
12600,2002,A
12601,2001,A
12601,2002,A
12602,2001,A
12602,2002,A
12603,2001,B
12603,2002,B
12603,2003,B
12605,2003,B
12605,2004,B
12606,2001,H
12606,2002,H
12606,2003,H
12606,2004,H
12607,2001,B
12607,2002,B
12607,2003,B
12607,2004,B
12608,2002,A
12608,2003,A
12608,2004,A
12609,2001,W
12609,2002,W
12609,2003,W
12610,2001,B
12610,2002,B
12610,2003,B
12610,2004,B
12610,2005,B
12612,2001,B
12612,2002,B
12613,2001,H
12614,2001,B
12614,2002,B
12614,2003,B
12614,2004,B
12614,2005,B
12614,2006,B
12615,2001,H
12615,2002,H
12615,2003,H
12615,2004,H
12616,2001,B
12616,2002,B
12616,2003,B
12616,2004,B
12616,2005,B
12616,2006,B
12618,2001,B
12618,2002,B
12618,2003,B
12618,2004,B
12618,2005,B
12618,2006,B
12618,2007,B
12619,2001,A
12619,2002,A
12619,2003,A
12619,2007,A
12620,2006,W
12620,2007,W
12621,2001,B
12621,2002,B
12621,2003,B
12621,2004,B
12621,2005,B
12621,2006,B
12621,2007,B
12622,2001,B
12622,2002,B
12622,2003,B
12622,2004,B
12622,2005,B
12622,2006,B
12622,2007,B
12623,2001,A
12623,2002,A
12623,2003,A
12623,2004,A
12623,2005,A
12623,2006,A
12623,2007,A
12624,2001,W
12624,2002,W
12624,2003,W
12624,2004,W
12624,2005,W
12624,2006,W
12624,2007,W
12626,2001,A
12626,2002,A
12626,2003,A
12626,2004,A
12626,2005,A
12626,2007,A
12627,2001,H
12627,2002,H
12627,2003,H
12627,2004,H
12628,2003,B
12628,2006,B
12628,2007,B
12629,2005,A
12629,2006,A
12629,2007,A
12630,2001,W
12630,2002,W
12630,2003,W
12630,2004,W
12630,2005,W
12630,2006,W
12630,2007,W
12631,2001,B
12632,2001,B
12632,2002,B
12632,2003,B
12632,2004,B
12632,2005,B
12632,2006,B
12632,2007,B
12633,2001,H
12633,2002,H
12635,2001,W
12635,2002,W
12636,2001,B
12636,2002,B
12636,2003,B
12636,2004,B
12636,2005,B
12636,2006,B
12636,2007,B
12637,2002,B
12637,2003,B
12637,2004,B
12637,2005,B
12637,2006,B
12637,2007,B
12638,2002,B
12638,2003,B
12638,2004,B
12638,2005,B
12638,2006,B
12638,2007,B
12639,2006,H
12639,2007,H
12641,2003,B
12641,2004,B
12641,2005,B
12641,2006,B
12641,2007,B
12642,2003,B
12642,2004,B
12642,2005,B
12642,2006,B
12642,2007,B
12643,2003,B
12643,2004,B
12643,2005,B
12643,2006,B
12643,2007,B
12645,2007,A
12646,2004,A
12646,2005,A
12646,2006,A
12646,2007,A
12647,2005,B
12647,2006,B
12647,2007,B
12648,2004,B
12648,2005,B
12648,2006,B
12648,2007,B
12649,2005,W
12649,2006,W
12649,2007,W
12650,2005,B
12652,2006,B
12652,2007,B
12653,2006,H
12653,2007,H
12654,2007,B
12655,2007,B
12656,2001,H
12656,2002,H
12658,2001,H
12659,2001,B
12659,2002,B
12660,2001,W
12660,2002,W
12661,2001,B
12661,2002,B
12662,2001,W
12662,2002,W
12662,2003,W
12663,2001,H
12663,2002,H
12663,2003,H
12664,2001,B
12664,2002,B
12666,2001,A
12666,2002,A
12666,2003,A
12666,2004,A
12667,2001,B
12667,2002,B
12667,2003,B
12667,2004,B
12667,2005,B
12668,2001,M/O
12668,2002,NA
12668,2004,H
12669,2001,B
12669,2002,B
12669,2003,B
12669,2004,B
12669,2005,B
12669,2006,B
12670,2001,B
12670,2002,B
12670,2003,B
12670,2004,B
12670,2005,B
12672,2002,B
12672,2003,B
12672,2006,B
12673,2001,B
12673,2002,B
12673,2003,B
12673,2004,B
12673,2005,B
12673,2006,B
12673,2007,B
12674,2001,H
12674,2002,H
12674,2003,H
12674,2004,H
12674,2005,H
12674,2006,H
12675,2001,B
12675,2002,B
12675,2003,B
12675,2004,B
12675,2005,B
12675,2006,B
12675,2007,B
12677,2002,B
12677,2003,B
12677,2004,B
12677,2005,B
12677,2006,B
12677,2007,B
12678,2001,B
12679,2001,H
12679,2003,H
12679,2004,H
12679,2005,H
12679,2006,H
12679,2007,H
12680,2001,B
12680,2002,B
12680,2003,B
12680,2004,B
12680,2005,B
12680,2006,B
12682,2001,B
12682,2002,B
12682,2003,B
12682,2004,B
12682,2005,B
12683,2004,A
12684,2001,B
12684,2002,B
12685,2003,B
12685,2004,B
12685,2005,B
12687,2003,B
12687,2004,B
12688,2001,A
12688,2002,A
12688,2003,A
12689,2001,B
12689,2002,B
12689,2003,B
12689,2004,B
12689,2005,B
12689,2006,B
12689,2007,B
12690,2001,A
12690,2002,A
12690,2003,A
12690,2004,A
12690,2005,A
12690,2006,A
12690,2007,A
12691,2001,B
12691,2002,B
12691,2003,B
12691,2004,B
12693,2001,B
12693,2002,B
12693,2003,B
12693,2004,B
12693,2005,B
12693,2006,B
12693,2007,B
12694,2001,B
12695,2002,B
12695,2003,B
12695,2004,B
12695,2005,B
12695,2006,B
12696,2002,A
12696,2003,A
12696,2004,A
12696,2005,A
12696,2006,A
12696,2007,A
12698,2002,W
12698,2003,W
12698,2004,W
12699,2003,B
12699,2004,B
12699,2005,B
12699,2006,B
12699,2007,B
12700,2003,H
12701,2003,B
12701,2004,B
12701,2005,B
12701,2006,B
12701,2007,B
12702,2005,B
12704,2005,B
12704,2007,B
12705,2004,B
12705,2005,B
12705,2006,B
12705,2007,B
12706,2007,W
12707,2005,B
12707,2006,B
12707,2007,B
12709,2006,B
12709,2007,B
12710,2006,B
12710,2007,B
12711,2006,W
12711,2007,W
12712,2007,B
12714,2007,A
12715,2001,B
12716,2001,B
12717,2001,H
12717,2002,H
12718,2001,B
12718,2002,B
12720,2001,B
12720,2002,B
12720,2003,B
12721,2001,B
12722,2001,B
12722,2002,B
12722,2003,B
12722,2004,B
12724,2004,B
12725,2001,B
12725,2002,B
12726,2002,A
12726,2003,A
12726,2004,A
12726,2005,A
12727,2001,A
12727,2002,A
12727,2003,B
12727,2004,B
12727,2005,B
12728,2001,B
12728,2002,B
12730,2001,A
12730,2002,A
12730,2003,A
12730,2004,A
12730,2005,A
12730,2006,A
12731,2001,B
12731,2002,B
12732,2001,B
12732,2002,B
12732,2003,B
12732,2004,B
12732,2005,B
12732,2006,B
12732,2007,B
12733,2001,B
12733,2002,B
12733,2003,B
12733,2004,B
12733,2005,B
12733,2006,B
12733,2007,B
12735,2001,B
12735,2002,B
12735,2003,B
12735,2004,B
12735,2005,B
12735,2006,B
12736,2001,B
12736,2002,B
12736,2003,B
12736,2004,B
12736,2005,B
12736,2006,B
12736,2007,B
12737,2001,B
12737,2002,B
12737,2003,B
12737,2004,B
12737,2005,B
12737,2006,B
12737,2007,B
12738,2001,A
12738,2002,A
12738,2003,A
12738,2004,A
12740,2001,A
12740,2002,A
12740,2003,A
12740,2004,A
12741,2001,B
12741,2002,B
12741,2003,B
12741,2004,B
12741,2005,B
12741,2006,B
12741,2007,B
12742,2001,H
12742,2002,H
12742,2003,H
12742,2004,H
12742,2005,H
12742,2007,H
12743,2001,B
12743,2002,B
12743,2003,B
12743,2004,B
12743,2005,B
12743,2006,B
12743,2007,B
12744,2002,B
12744,2003,B
12744,2004,B
12746,2001,B
12746,2002,B
12746,2003,B
12746,2004,B
12746,2005,B
12746,2006,B
12746,2007,B
12747,2001,A
12747,2002,A
12748,2007,B
12749,2001,B
12749,2002,B
12749,2003,B
12749,2004,B
12749,2005,B
12749,2006,B
12749,2007,B
12751,2001,B
12751,2002,B
12751,2003,B
12751,2004,B
12752,2001,B
12752,2002,B
12752,2003,B
12752,2004,B
12752,2005,B
12752,2006,B
12752,2007,B
12753,2002,B
12753,2003,B
12753,2004,B
12753,2005,B
12753,2006,B
12753,2007,B
12754,2006,H
12754,2007,H
12756,2006,B
12756,2007,B
12757,2003,B
12757,2004,B
12757,2005,B
12757,2006,B
12757,2007,B
12758,2003,B
12758,2004,B
12758,2005,B
12758,2006,B
12758,2007,B
12760,2004,B
12760,2005,B
12760,2006,B
12760,2007,B
12761,2006,B
12762,2004,B
12762,2005,B
12762,2006,B
12762,2007,A
12763,2007,A
12765,2005,H
12765,2006,H
12765,2007,H
12766,2007,H
12767,2006,W
12767,2007,W
12768,2007,B
12769,2006,B
12769,2007,B
12770,2007,W
12771,2007,B
12773,2001,A
12774,2001,B
12775,2001,B
12775,2002,B
12776,2001,A
12776,2002,A
12777,2001,B
12779,2001,B
12779,2002,B
12779,2003,B
12780,2001,B
12780,2002,B
12780,2003,B
12780,2004,B
12781,2001,H
12781,2002,H
12781,2003,H
12781,2004,H
12782,2001,B
12782,2002,B
12782,2003,B
12784,2001,B
12784,2002,B
12784,2003,B
12784,2004,B
12784,2005,B
12785,2001,W
12786,2001,B
12786,2002,B
12786,2003,B
12786,2004,B
12786,2005,B
12787,2001,B
12787,2002,B
12787,2003,B
12787,2004,B
12787,2005,B
12789,2001,B
12789,2002,B
12790,2001,B
12790,2002,B
12790,2004,B
12791,2001,B
12791,2002,B
12791,2003,B
12791,2004,B
12791,2005,B
12791,2006,B
12791,2007,B
12793,2001,B
12793,2002,B
12793,2003,B
12793,2004,B
12793,2005,B
12793,2006,B
12793,2007,B
12794,2001,A
12794,2002,A
12794,2003,A
12794,2004,A
12794,2005,A
12794,2006,A
12794,2007,A
12795,2003,B
12795,2004,B
12795,2005,B
12795,2006,B
12795,2007,B
12796,2001,B
12796,2002,B
12796,2003,B
12796,2004,B
12798,2001,B
12798,2006,B
12798,2007,B
12799,2003,A
12799,2004,A
12799,2005,A
12799,2006,A
12799,2007,A
12800,2001,B
12800,2002,B
12800,2003,B
12800,2004,B
12800,2005,B
12800,2006,B
12800,2007,B
12801,2007,B
12802,2001,H
12802,2002,H
12802,2004,H
12802,2005,H
12802,2006,H
12802,2007,H
12804,2001,B
12804,2002,B
12804,2003,B
12804,2004,B
12804,2005,B
12804,2006,B
12805,2001,B
12805,2002,B
12805,2003,B
12805,2004,B
12805,2005,B
12806,2001,B
12806,2002,B
12806,2003,B
12806,2004,B
12806,2005,B
12806,2006,B
12806,2007,B
12808,2001,B
12808,2002,B
12808,2003,B
12808,2005,B
12808,2006,B
12808,2007,B
12809,2002,B
12809,2003,B
12809,2004,B
12809,2005,B
12809,2007,B
12810,2001,B
12810,2002,B
12810,2003,B
12810,2004,B
12810,2006,B
12810,2007,B
12812,2006,B
12812,2007,B
12813,2002,B
12813,2003,B
12813,2004,B
12813,2005,B
12813,2006,B
12813,2007,B
12814,2005,W
12814,2006,W
12814,2007,W
12815,2002,B
12815,2003,B
12815,2004,B
12815,2005,B
12815,2006,B
12815,2007,B
12816,2005,A
12818,2003,B
12818,2004,B
12818,2005,B
12818,2006,B
12818,2007,B
12819,2007,B
12820,2006,B
12820,2007,B
12822,2004,A
12822,2005,A
12822,2006,A
12822,2007,A
12823,2005,B
12823,2006,B
12824,2005,H
12824,2006,H
12824,2007,H
12825,2005,B
12825,2006,B
12825,2007,B
12826,2005,W
12827,2006,B
12827,2007,B
12828,2006,A
12828,2007,A
12830,2007,A
12831,2007,B
12832,2007,B
12833,2002,B
12835,2001,B
12836,2001,B
12836,2002,B
12837,2001,B
12837,2002,B
12839,2001,B
12839,2002,B
12839,2003,B
12840,2001,B
12840,2002,B
12840,2003,B
12840,2004,B
12841,2001,B
12841,2002,B
12843,2001,B
12843,2002,B
12843,2003,B
12843,2004,B
12843,2005,B
12844,2001,B
12844,2002,B
12844,2005,B
12845,2003,B
12845,2004,B
12845,2005,B
12847,2001,H
12847,2002,H
12847,2003,H
12847,2004,H
12847,2005,H
12847,2006,H
12848,2001,B
12848,2002,B
12848,2003,B
12848,2004,B
12849,2001,B
12849,2002,B
12849,2003,B
12850,2005,B
12850,2006,B
12850,2007,B
12851,2001,H
12851,2002,H
12851,2003,H
12851,2004,H
12851,2005,H
12851,2006,H
12851,2007,H
12853,2001,B
12853,2002,B
12853,2003,B
12853,2004,B
12853,2005,B
12853,2006,B
12853,2007,B
12854,2001,B
12854,2002,B
12854,2003,B
12854,2004,B
12854,2005,B
12854,2006,B
12854,2007,B
12855,2001,B
12855,2002,B
12855,2003,B
12855,2004,B
12855,2005,B
12855,2006,B
12855,2007,B
12857,2001,B
12857,2002,B
12857,2003,B
12857,2004,B
12857,2005,B
12857,2006,B
12857,2007,B
12858,2004,B
12858,2005,B
12858,2006,B
12858,2007,B
12859,2001,W
12859,2002,W
12859,2003,W
12859,2004,W
12859,2005,W
12859,2007,W
12860,2001,B
12860,2002,B
12860,2003,B
12860,2004,B
12860,2005,B
12862,2001,A
12862,2002,A
12862,2003,A
12862,2004,A
12862,2005,A
12862,2006,A
12862,2007,A
12863,2001,B
12863,2002,B
12863,2003,B
12863,2004,B
12863,2005,B
12863,2006,B
12863,2007,B
12864,2001,H
12864,2002,H
12865,2006,B
12866,2004,B
12866,2005,B
12866,2006,B
12866,2007,B
12868,2001,B
12868,2002,B
12868,2003,B
12869,2001,B
12869,2002,B
12869,2003,B
12869,2004,B
12869,2006,B
12869,2007,B
12870,2002,B
12870,2003,B
12870,2004,B
12870,2005,B
12870,2006,B
12870,2007,B
12872,2004,H
12872,2005,H
12872,2006,H
12872,2007,H
12873,2002,B
12873,2003,B
12874,2007,B
12875,2002,B
12875,2003,B
12875,2004,B
12875,2005,B
12875,2006,B
12875,2007,B
12877,2003,B
12878,2004,B
12879,2003,B
12879,2004,B
12879,2005,B
12879,2006,B
12879,2007,B
12881,2004,B
12881,2005,B
12881,2006,B
12881,2007,B
12882,2004,W
12882,2005,W
12882,2006,W
12882,2007,W
12883,2005,B
12883,2006,B
12883,2007,B
12884,2005,B
12884,2006,B
12884,2007,B
12886,2007,B
12887,2006,B
12887,2007,B
12888,2006,B
12889,2007,W
12891,2007,B
12892,2007,W
12893,2001,B
12893,2002,B
12894,2001,B
12896,2001,B
12896,2002,B
12896,2003,B
12897,2001,H
12897,2002,H
12897,2003,H
12898,2001,B
12898,2002,B
12898,2003,B
12899,2001,B
12899,2002,B
12899,2003,B
12899,2004,B
12899,2005,B
12900,2001,A
12901,2001,W
12901,2002,W
12901,2003,W
12901,2004,W
12903,2001,B
12903,2002,B
12903,2003,B
12903,2004,B
12903,2005,B
12903,2006,B
12904,2001,B
12904,2002,B
12904,2003,B
12904,2004,B
12904,2005,B
12905,2001,B
12907,2001,H
12907,2002,H
12907,2003,H
12907,2004,H
12907,2005,H
12907,2006,H
12907,2007,H
12908,2001,B
12908,2002,B
12908,2003,B
12908,2004,B
12908,2005,B
12908,2006,B
12908,2007,B
12909,2001,B
12909,2002,B
12909,2003,B
12909,2004,B
12909,2005,B
12910,2001,B
12910,2003,B
12910,2005,B
12912,2002,A
12912,2003,A
12913,2001,A
12913,2002,A
12913,2003,A
12913,2004,A
12914,2001,B
12914,2002,B
12914,2003,B
12915,2001,B
12915,2002,B
12915,2003,B
12915,2004,B
12915,2005,B
12915,2006,B
12915,2007,B
12916,2001,W
12917,2001,B
12917,2002,B
12917,2003,B
12917,2004,B
12917,2005,B
12917,2006,B
12917,2007,B
12919,2001,B
12919,2002,B
12919,2003,B
12919,2004,B
12919,2005,B
12919,2006,B
12919,2007,B
12920,2001,B
12921,2001,W
12921,2002,W
12921,2003,W
12921,2004,W
12921,2005,W
12921,2006,W
12921,2007,W
12922,2004,B
12922,2005,B
12922,2006,B
12922,2007,B
12924,2001,H
12924,2002,H
12924,2003,H
12924,2004,H
12924,2005,H
12924,2006,H
12924,2007,H
12925,2001,B
12925,2002,B
12925,2003,B
12925,2004,B
12925,2005,B
12925,2006,B
12925,2007,B
12926,2001,B
12926,2002,B
12926,2003,B
12926,2004,B
12927,2006,B
12927,2007,B
12929,2002,B
12929,2003,B
12929,2004,B
12929,2005,B
12929,2006,B
12929,2007,B
12930,2001,W
12930,2002,W
12930,2003,W
12931,2003,B
12931,2004,B
12931,2005,B
12931,2006,B
12931,2007,B
12932,2002,B
12934,2002,B
12934,2003,B
12934,2004,B
12934,2005,B
12934,2006,B
12934,2007,B
12935,2004,W
12935,2005,W
12935,2006,W
12935,2007,W
12936,2003,W
12936,2004,W
12936,2005,W
12936,2006,W
12936,2007,W
12937,2003,A
12937,2004,A
12937,2005,A
12937,2006,A
12937,2007,A
12938,2004,B
12938,2005,B
12938,2006,B
12938,2007,B
12939,2005,A
12939,2006,A
12939,2007,A
12940,2004,B
12940,2005,B
12940,2006,B
12940,2007,B
12941,2005,W
12941,2006,W
12941,2007,W
12943,2005,B
12943,2006,B
12943,2007,B
12944,2005,H
12944,2006,H
12945,2006,W
12945,2007,W
12946,2006,H
12946,2007,H
12947,2007,B
12948,2007,B
12949,2007,A
12951,2001,B
12952,2001,B
12952,2002,B
12953,2001,A
12953,2002,A
12954,2001,B
12956,2002,B
12957,2001,B
12957,2002,B
12957,2003,B
12957,2004,B
12958,2001,B
12958,2002,B
12958,2003,B
12958,2004,B
12960,2001,H
12960,2002,H
12960,2003,H
12960,2004,H
12960,2005,H
12961,2001,H
12961,2002,H
12961,2003,H
12962,2001,B
12962,2002,B
12962,2003,B
12963,2001,B
12963,2002,B
12963,2003,B
12963,2004,B
12963,2005,B
12963,2006,B
12964,2001,B
12964,2002,B
12966,2001,B
12966,2002,B
12966,2003,B
12966,2004,B
12966,2005,B
12966,2006,B
12966,2007,B
12967,2001,B
12967,2002,B
12967,2003,B
12967,2004,B
12967,2005,B
12967,2006,B
12967,2007,B
12968,2001,B
12968,2002,B
12968,2003,B
12968,2004,B
12968,2005,B
12968,2006,B
12968,2007,B
12969,2001,H
12969,2002,H
12969,2003,H
12971,2001,B
12971,2002,B
12971,2003,B
12971,2004,B
12972,2001,A
12972,2002,A
12972,2003,A
12972,2004,A
12972,2005,A
12972,2006,A
12972,2007,A
12973,2001,B
12973,2002,B
12973,2003,B
12973,2004,B
12974,2002,H
12975,2001,B
12975,2002,B
12975,2003,B
12975,2004,B
12975,2005,B
12975,2006,B
12975,2007,B
12977,2003,A
12977,2004,A
12977,2005,A
12978,2003,B
12978,2004,B
12978,2005,B
12978,2006,B
12978,2007,B
12979,2001,B
12979,2002,B
12979,2003,B
12979,2004,B
12979,2005,B
12979,2006,B
12979,2007,B
12980,2001,B
